post_title;post_name;post_parent;ID;post_content;post_excerpt;post_status;post_password;menu_order;post_date;post_author;comment_status;sku;parent_sku;children;downloadable;virtual;stock;regular_price;sale_price;weight;length;width;height;tax_class;visibility;stock_status;backorders;sold_individually;low_stock_amount;manage_stock;tax_status;upsell_ids;crosssell_ids;purchase_note;sale_price_dates_from;sale_price_dates_to;download_limit;download_expiry;product_url;button_text;images;downloadable_files;product_page_url;meta:total_sales;tax:product_type;tax:product_visibility;tax:product_cat;tax:product_tag;tax:product_shipping_class;attribute:pa_color;attribute_data:pa_color;attribute:pa_size;attribute_data:pa_size
Alvaro Castagnino Purple Pocket Square;alvaro-castagnino-purple-pocket-square;;1008977;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-purple-pocket-square;;;no;no;;4155;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (4).jpg ! alt :  ! title : image1 (4) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-purple-pocket-square/;0;simple;;Women;;;;;;
Alvaro Castagnino Black & Pink Printed Pocket Square;alvaro-castagnino-black-pink-printed-pocket-square;;1008979;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-black-&-pink-printed-pocket-square;;;no;no;;4380;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (5).jpg ! alt :  ! title : image1 (5) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-black-pink-printed-pocket-square/;0;simple;;Women;;;;;;
Alvaro Castagnino Black & White Printed Pocket Square;alvaro-castagnino-black-white-printed-pocket-square;;1008981;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-black-&-white-printed-pocket-square;;;no;no;;4250;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (6).jpg ! alt :  ! title : image1 (6) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-black-white-printed-pocket-square/;0;simple;;Women;;;;;;
Alvaro Castagnino Multicoloured Silk Pocket Square;alvaro-castagnino-multicoloured-silk-pocket-square;;1008985;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-multicoloured-silk-pocket-square;;;no;no;;4864;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (7).jpg ! alt :  ! title : image1 (7) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-multicoloured-silk-pocket-square/;0;simple;;Women;;;;;;
Alvaro Castagnino Yellow Pocket Square;alvaro-castagnino-yellow-pocket-square;;1009000;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-yellow-pocket-square;;;no;no;;4509;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (8).jpg ! alt :  ! title : image1 (8) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-yellow-pocket-square/;0;simple;;Women;;;;;;
Alvaro Castagnino Peach-Coloured Pocket Square;alvaro-castagnino-peach-coloured-pocket-square;;1009002;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-alvaro-castagnino-peach-coloured-pocket-square;;;no;no;;4655;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (9).jpg ! alt :  ! title : image1 (9) ! desc :  ! caption :;;http://localhost/p_shop/product/alvaro-castagnino-peach-coloured-pocket-square/;0;simple;;Women;;;;;;
Evoke 1899 Mustard Yellow Flecked T-shirt;evoke-1899-mustard-yellow-flecked-t-shirt;;1009347;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-evoke-1899-mustard-yellow-flecked-t-shirt;;;no;no;;4563;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (10).jpg ! alt :  ! title : image1 (10) ! desc :  ! caption :;;http://localhost/p_shop/product/evoke-1899-mustard-yellow-flecked-t-shirt/;0;simple;;Women;;;;;;
Evoke 1899 Off-White T-shirt;evoke-1899-off-white-t-shirt;;1009364;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-evoke-1899-off-white-t-shirt;;;no;no;;4264;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (11).jpg ! alt :  ! title : image1 (11) ! desc :  ! caption :;;http://localhost/p_shop/product/evoke-1899-off-white-t-shirt/;0;simple;;Women;;;;;;
Evoke 1899 Grey Melange T-shirt;evoke-1899-grey-melange-t-shirt;;1009385;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-evoke-1899-grey-melange-t-shirt;;;no;no;;4157;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (12).jpg ! alt :  ! title : image1 (12) ! desc :  ! caption :;;http://localhost/p_shop/product/evoke-1899-grey-melange-t-shirt/;0;simple;;Women;;;;;;
Slub Blue Washed Slim Jeans;slub-blue-washed-slim-jeans;;1009547;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-slub-blue-washed-slim-jeans;;;no;no;;4434;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (13).jpg ! alt :  ! title : image1 (13) ! desc :  ! caption :;;http://localhost/p_shop/product/slub-blue-washed-slim-jeans/;0;simple;;Women;;;;;;
Slub Blue Checked Casual Shirt;slub-blue-checked-casual-shirt;;1009557;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-slub-blue-checked-casual-shirt;;;no;no;;4271;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (14).jpg ! alt :  ! title : image1 (14) ! desc :  ! caption :;;http://localhost/p_shop/product/slub-blue-checked-casual-shirt/;0;simple;;Women;;;;;;
ONLY Blue Washed Skorts;only-blue-washed-skorts;;1009680;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-only-blue-washed-skorts;;;no;no;;4696;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (15).jpg ! alt :  ! title : image1 (15) ! desc :  ! caption :;;http://localhost/p_shop/product/only-blue-washed-skorts/;0;simple;;Women;;;;;;
Blissta Beige & Red Cotton Unstitched Dress Material;blissta-beige-red-cotton-unstitched-dress-material;;1010018;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-blissta-beige-&-red-cotton-unstitched-dress-material;;;no;no;;4284;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (16).jpg ! alt :  ! title : image1 (16) ! desc :  ! caption :;;http://localhost/p_shop/product/blissta-beige-red-cotton-unstitched-dress-material/;0;simple;;Women;;;;;;
Belle Fille Blue Tailored Jacket;belle-fille-blue-tailored-jacket;;1010437;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-blue-tailored-jacket;;;no;no;;4579;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (126).jpg ! alt :  ! title : image1 (17) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-blue-tailored-jacket/;0;simple;;Women;;;;;;
Belle Fille Red Tailored Jacket;belle-fille-red-tailored-jacket;;1010438;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-red-tailored-jacket;;;no;no;;4246;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (18).jpg ! alt :  ! title : image1 (18) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-red-tailored-jacket/;0;simple;;Women;;;;;;
Belle Fille Women Maroon Solid Sporty Jacket;belle-fille-women-maroon-solid-sporty-jacket;;1010439;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-women-maroon-solid-sporty-jacket;;;no;no;;4975;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image2 (4).jpg ! alt :  ! title : image2 (4) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-women-maroon-solid-sporty-jacket/;0;simple;;Men;;;;;;
Belle Fille Grey Jacket;belle-fille-grey-jacket;;1010440;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-grey-jacket;;;no;no;;4263;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/30/image3 (3).jpg ! alt :  ! title : image3 (3) ! desc :  ! caption :  ;;http://localhost/p_shop/product/belle-fille-grey-jacket/;0;simple;;Kids;;;;;;
Belle Fille Black Tailored Jacket;belle-fille-black-tailored-jacket;;1010441;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-black-tailored-jacket;;;no;no;;4963;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/70/image3 (7).jpg ! alt :  ! title : image3 (7) ! desc :  ! caption :  ;;http://localhost/p_shop/product/belle-fille-black-tailored-jacket/;0;simple;;Kids;;;;;;
Belle Fille Women Red Solid Sporty Jacket;belle-fille-women-red-solid-sporty-jacket;;1010442;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-women-red-solid-sporty-jacket;;;no;no;;4716;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image2 (5).jpg ! alt :  ! title : image2 (5) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-women-red-solid-sporty-jacket/;0;simple;;Men;;;;;;
Belle Fille Maroon Hooded Sweatshirt;belle-fille-maroon-hooded-sweatshirt;;1010447;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-maroon-hooded-sweatshirt;;;no;no;;4927;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (19).jpg ! alt :  ! title : image1 (19) ! desc :  ! caption :  ;;http://localhost/p_shop/product/belle-fille-maroon-hooded-sweatshirt/;0;simple;;Women;;;;;;
Belle Fille Navy Hooded Sweatshirt;belle-fille-navy-hooded-sweatshirt;;1010448;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-navy-hooded-sweatshirt;;;no;no;;4844;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (20).jpg ! alt :  ! title : image1 (20) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-navy-hooded-sweatshirt/;0;simple;;Women;;;;;;
Belle Fille Grey Hooded Sweatshirt;belle-fille-grey-hooded-sweatshirt;;1010450;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-grey-hooded-sweatshirt;;;no;no;;4519;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (21).jpg ! alt :  ! title : image1 (21) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-grey-hooded-sweatshirt/;0;simple;;Women;;;;;;
Belle Fille Black Solid Hooded Sweatshirt;belle-fille-black-solid-hooded-sweatshirt;;1010452;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;woo-belle-fille-black-solid-hooded-sweatshirt;;;no;no;;4598;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;http://localhost/p_shop/wp-content/uploads/2024/10/image1 (22).jpg ! alt :  ! title : image1 (22) ! desc :  ! caption :;;http://localhost/p_shop/product/belle-fille-black-solid-hooded-sweatshirt/;0;simple;;Women;;;;;;
